vmName,osFamily,osVersion,destPath,osVhd,dataDisks,ipConfig,dnsIp,memory,vCPU,machineOU,generation
DD1HMALVPDNS02,windows,2016,G:\Hyper-V,G:\Hyper-V\VHDX\WIN2016_Golden.vhdx,"{""dataDisks"": [{""volumeLabel"": ""DATA"", ""size"": ""100"",""driveLetter"": ""D""}]}","{""ipConfig"":{""vSwitchName"": ""vSwitch_HDC1_TSZ"", ""ipAddress"": ""10.239.132.10"", ""subnetMask"": ""255.255.255.0"", ""defaultGateway"": ""10.239.132.1"", ""vlanID"": ""132""}}","{""dnsIP"":[{""ip"":""10.244.133.33""},{""ip"": """"}]}",8 GB,2,,2
DD1HMALVPSFB05,windows,2016,G:\Hyper-V,G:\Hyper-V\VHDX\WIN2016_Golden.vhdx,"{""dataDisks"": [{""volumeLabel"": ""DATA"", ""size"": ""200"",""driveLetter"": ""D""}]}","{""ipConfig"":{""vSwitchName"": ""vSwitch_HDC1_TSZ"", ""ipAddress"": ""10.239.132.14"", ""subnetMask"": ""255.255.255.0"", ""defaultGateway"": ""10.239.132.1"", ""vlanID"": ""132""}}","{""dnsIP"":[{""ip"":""10.244.133.33""},{""ip"": """"}]}",16 GB,4,,2
